file,url,folder,title,title_len,desc,desc_len,canonical,robots,h1,h1_count,h2_count,words,images,img_no_alt,internal_links,schema,hreflang,lang,sitemap,size_kb,issues
about/certificates/index.html,https://pishtaj.ir/about/certificates/index.html,about,گواهینامه‌های ISO و مدیریت کیفیت | پیشرو تجهیز فرتاک,52,گواهینامه‌های معتبر ISO 9001:2015، ISO 10002:2018، ISO 10004:2018 و ISO/TS 29001 (صادره GQS آلمان)، HSE-MS و PMP شرکت پیشرو تجهیز فرتاک,135,https://pishtaj.ir/about/certificates/,"index, follow",گواهینامه‌های بین‌المللی,1,2,457,8,0,27,BreadcrumbList|AboutPage,fa-IR|x-default,fa,sitemap-core.xml,19.9,
about/company-profile/index.html,https://pishtaj.ir/about/company-profile/index.html,about,پروفایل رسمی شرکت پیشرو تجهیز فرتاک | شناسه، تماس و اعتبار صنعتی,64,پروفایل رسمی شرکت پیشرو تجهیز فرتاک برای کارفرمایان: شناسه ملی و اطلاعات تماس، حوزه‌های تامین تجهیزات صنعتی، مدارک و تعهدات، فرایند همکاری و مسیر اعتبارسنجی برند.,162,https://pishtaj.ir/about/company-profile/,"index, follow, max-image-preview:large, max-snippet:-1",پروفایل رسمی شرکت پیشرو تجهیز فرتاک,1,7,769,1,0,26,BreadcrumbList|Organization|ProfilePage,fa-IR|x-default,fa,sitemap-core.xml,23.0,
about/index.html,https://pishtaj.ir/about/index.html,about,درباره ما و ساختار سازمانی | پیشرو تجهیز فرتاک,46,معرفی شرکت پیشرو تجهیز فرتاک؛ تامین‌کننده تخصصی تجهیزات پایپینگ، شیرآلات، برق صنعتی و ابزار دقیق برای پروژه‌های ملی نفت، گاز و پتروشیمی.,136,https://pishtaj.ir/about/,,درباره پیشرو تجهیز فرتاک,1,4,626,7,0,30,BreadcrumbList|AboutPage|Organization,en|fa-IR|x-default,fa,sitemap-core.xml,29.4,
about/logo-philosophy/index.html,https://pishtaj.ir/about/logo-philosophy/index.html,about,فلسفه طراحی لوگوی شرکت پیشرو تجهیز فرتاک | پیشرو تجهیز فرتاک,60,معرفی مفهوم شعله، چرخ‌دنده و نوشتار PTF به‌عنوان نماد انرژی، مهندسی، دقت فنی و حرکت رو به جلو در برند پیشرو تجهیز فرتاک.,120,https://pishtaj.ir/about/logo-philosophy/,"index, follow, max-image-preview:large",فلسفه طراحی لوگوی شرکت پیشرو تجهیز فرتاک,1,1,483,3,0,26,AboutPage|BreadcrumbList,fa-IR|x-default,fa,sitemap-core.xml,19.1,
about/management-message/index.html,https://pishtaj.ir/about/management-message/index.html,about,پیام مدیریت | پیشرو تجهیز فرتاک,31,پیام هیأت مدیره پیشرو تجهیز فرتاک درباره چشم‌انداز، اصول راهبردی، و تعهد ما به کارفرمایان صنایع نفت، گاز، پتروشیمی، فولاد و نیروگاهی,132,https://pishtaj.ir/about/management-message/,"index, follow, max-image-preview:large, max-snippet:-1",پیام هیأت مدیره — زنجیره تامین پروژه‌ای، سرمایه راهبردی صنایع مادر,1,1,610,3,0,36,AboutPage|BreadcrumbList,fa-IR|x-default,fa,sitemap-core.xml,23.3,
about/organizational-chart/index.html,https://pishtaj.ir/about/organizational-chart/index.html,about,چارت سازمانی | پیشرو تجهیز فرتاک,32,ساختار چابک تامین پروژه‌ای پیشرو تجهیز فرتاک — تخصص‌محور، سریع و قابل دسترس,75,https://pishtaj.ir/about/organizational-chart/,"index, follow, max-image-preview:large, max-snippet:-1",چارت سازمانی پیشرو تجهیز فرتاک — ساختار چابک تخصص‌محور,1,1,687,2,0,36,AboutPage|BreadcrumbList,fa-IR|x-default,fa,sitemap-core.xml,23.5,
about/why-ptf/index.html,https://pishtaj.ir/about/why-ptf/index.html,about,چرا پیشرو تجهیز فرتاک؟ | سابقه، اعتبار و مسیر رشد شرکت,54,تایم‌لاین تاریخچه و نقاط عطف شرکت پیشرو تجهیز فرتاک؛ از آغاز فعالیت تیم بازرگانی تا اخذ گواهینامه‌های بین‌المللی ISO و توسعه سبد تامین ۴۳ برند جهانی.,149,https://pishtaj.ir/about/why-ptf/,"index, follow, max-image-preview:large",چرا پیمانکاران به پیشرو تجهیز فرتاک اعتماد می‌کنند؟,1,1,391,2,0,29,AboutPage|BreadcrumbList,fa-IR|x-default,fa,sitemap-core.xml,17.5,
assistant/index.html,https://pishtaj.ir/assistant/index.html,assistant,دستیار هوشمند انتخاب متریال و شیرآلات صنعتی | AI Assistant,58,مشاوره آنلاین هوشمند انتخاب متریال و شیرآلات صنعتی بر اساس سیال، فشار و دما — دستیار تخصصی مهندسی مواد و پایپینگ.,113,https://pishtaj.ir/assistant/,"index, follow",مشاور هوشمند انتخاب متریال و تجهیزات صنعتی,1,1,416,2,0,27,Organization|LocalBusiness|BreadcrumbList|FAQPage,fa-IR|x-default,fa,sitemap-misc.xml,29.9,
blog/a106-vs-a333-pipes.html,https://pishtaj.ir/blog/a106-vs-a333-pipes.html,blog,مقایسه کامل لوله A106 در مقابل A333 | راهنمای تخصصی پایپینگ,59,مقایسه فنی و جامع لوله‌های A106 (کربن استیل) و A333 (دمای پایین) — تفاوت در ترکیب شیمیایی، خواص مکانیکی، استانداردها و کاربردها.,128,https://pishtaj.ir/blog/a106-vs-a333-pipes.html,"index, follow",تفاوت لوله مانیسمان ASTM A106 Gr.B با ASTM A333 Gr.6,1,4,1171,2,0,30,Organization|LocalBusiness|BreadcrumbList,fa-IR|x-default,fa,sitemap-blog.xml,29.5,
blog/ball-valve-selection-guide.html,https://pishtaj.ir/blog/ball-valve-selection-guide.html,blog,راهنمای انتخاب شیر توپی (Ball Valve) | پیشرو تجهیز فرتاک,56,راهنمای تخصصی انتخاب Ball Valve صنعتی: تفاوت فلوتینگ، ترانیون و فول‌بور، استاندارد API 6D و ISO 17292، انتخاب متریال.,117,https://pishtaj.ir/blog/ball-valve-selection-guide.html,"index, follow",راهنمای انتخاب شیر توپی (Ball Valve) — انواع فلوتینگ، ترانیون و فول‌بور,1,3,1302,2,0,32,BreadcrumbList|Article,fa-IR|x-default,fa,sitemap-blog.xml,28.4,
blog/boiler-steam-equipment/index.html,https://pishtaj.ir/blog/boiler-steam-equipment/index.html,blog,راهنمای بویلر و تجهیزات بخار صنعتی | پیشرو تجهیز فرتاک,54,معرفی اقلام مهم سیستم بخار شامل بویلر، مشعل، تله بخار، شیرآلات بخار و نکات خرید برای پروژه‌های صنعتی و نیروگاهی.,112,https://pishtaj.ir/blog/boiler-steam-equipment/,"index, follow, max-image-preview:large",تامین بویلر و تجهیزات بخار صنعتی,1,2,1310,2,0,35,BreadcrumbList|Article,fa-IR|x-default,fa,sitemap-blog.xml,29.7,
blog/compressors-air-systems/index.html,https://pishtaj.ir/blog/compressors-air-systems/index.html,blog,نکات تامین کمپرسور صنعتی و تجهیزات هوای فشرده | پیشرو تجهیز فرتاک,65,راهنمای اطلاعات لازم برای استعلام کمپرسور اسکرو، رفت و برگشتی، درایر و فیلتر.,77,https://pishtaj.ir/blog/compressors-air-systems/,"index, follow, max-image-preview:large",نکات تامین کمپرسور صنعتی و تجهیزات هوای فشرده,1,2,1010,2,0,37,BreadcrumbList|Article,fa-IR|x-default,fa,sitemap-blog.xml,28.2,
blog/electrical-equipment-epc/index.html,https://pishtaj.ir/blog/electrical-equipment-epc/index.html,blog,تامین تجهیزات برق صنعتی برای پروژه‌های EPC | پیشرو تجهیز فرتاک,62,نکات مهم در خرید تجهیزات برق، اتوماسیون، حفاظت، کابل و متعلقات پروژه‌ای.,72,https://pishtaj.ir/blog/electrical-equipment-epc/,"index, follow, max-image-preview:large",تامین تجهیزات برق صنعتی برای پروژه‌های EPC,1,2,952,2,0,37,BreadcrumbList|Article,fa-IR|x-default,fa,sitemap-blog.xml,26.1,
blog/electrical-switchgear-guide.html,https://pishtaj.ir/blog/electrical-switchgear-guide.html,blog,راهنمای تجهیزات برق صنعتی و سوئیچگیر | پیشرو تجهیز فرتاک,56,مقاله تخصصی تجهیزات برق صنعتی: تابلوهای LV/MV، کلید هوایی ACB، کامپکت MCCB، رله حفاظتی و PLC مطابق IEC 61439.,109,https://pishtaj.ir/blog/electrical-switchgear-guide.html,"index, follow",راهنمای تجهیزات برق صنعتی و سوئیچگیر — تابلوهای توزیع، حفاظت و اتوماسیون,1,3,1337,2,0,34,BreadcrumbList|Article,fa-IR|x-default,fa,sitemap-blog.xml,30.1,
blog/flange-types-guide.html,https://pishtaj.ir/blog/flange-types-guide.html,blog,راهنمای جامع انواع فلنج صنعتی | پیشرو تجهیز فرتاک,49,راهنمای کامل خرید فلنج صنعتی: انواع فلنج گلودار (WN)، اسلیپ‌آن (SO)، کور (Blind)، Socket Weld مطابق ASME B16.5.,111,https://pishtaj.ir/blog/flange-types-guide.html,"index, follow",راهنمای جامع انواع فلنج صنعتی — تفاوت فلنج گلودار (WN)، اسلیپ‌آن (SO)، کور (Blind) و Socket Weld,1,6,1428,2,0,35,BreadcrumbList|Article,fa-IR|x-default,fa,sitemap-blog.xml,30.9,
blog/flanges-fittings-gaskets/index.html,https://pishtaj.ir/blog/flanges-fittings-gaskets/index.html,blog,نکات مهم خرید فلنج، فیتینگ و گسکت صنعتی | پیشرو تجهیز فرتاک,59,راهنمای آماده‌سازی مشخصات فلنج، فیتینگ و گسکت برای استعلام دقیق، انتخاب استاندارد و کاهش خطای خرید پروژه‌ای.,108,https://pishtaj.ir/blog/flanges-fittings-gaskets/,"index, follow, max-image-preview:large",نکات مهم خرید فلنج، فیتینگ و گسکت صنعتی,1,2,922,2,0,36,BreadcrumbList|Article,fa-IR|x-default,fa,sitemap-blog.xml,25.2,
blog/gas-detection.html,https://pishtaj.ir/blog/gas-detection.html,blog,راهنمای جامع سیستم‌های تشخیص گاز صنعتی (Gas Detection),54,"مقاله کامل سنسورهای تشخیص گاز قابل اشتعال (LEL) و سمی (H2S, CO, O2). استاندارد SIL, NFPA 72 و API RP 505 برای طراحی سیستم اعلام گاز.",132,https://pishtaj.ir/blog/gas-detection.html,"index, follow",راهنمای جامع سیستم‌های تشخیص گاز صنعتی (Gas Detection) — انواع سنسورها و استانداردهای ایمنی,1,6,1555,2,0,32,Article|BreadcrumbList,fa-IR|x-default,fa,sitemap-blog.xml,31.0,
blog/index.html,https://pishtaj.ir/blog/index.html,blog,وبلاگ و مرکز مقالات تخصصی تجهیزات صنعتی | پیشرو تجهیز فرتاک,59,جامع‌ترین مرجع مقالات تخصصی تجهیزات صنعتی ایران — بیش از ۱۸۰ مقاله در زمینه پایپینگ، شیرآلات، ابزار دقیق، برق صنعتی، استانداردها و راهنماهای خرید,145,https://pishtaj.ir/blog/,"index, follow",📖 وبلاگ و مقالات تخصصی تجهیزات صنعتی,1,2,385,3,0,37,BreadcrumbList|Blog|Organization,fa-IR|x-default,fa,sitemap-blog.xml,26.1,
blog/industrial-valves-complete-guide.html,https://pishtaj.ir/blog/industrial-valves-complete-guide.html,blog,راهنمای کامل شیرآلات صنعتی (Industrial Valves),46,"مقاله جامع انواع شیرآلات صنعتی: Gate Valve, Globe Valve, Ball Valve, Check Valve. استانداردهای API 600، API 602، API 6D.",120,https://pishtaj.ir/blog/industrial-valves-complete-guide.html,"index, follow",راهنمای کامل شیرآلات صنعتی (Industrial Valves) — انواع، کاربردها و استانداردها,1,3,1347,2,0,34,BreadcrumbList|Article,fa-IR|x-default,fa,sitemap-blog.xml,28.9,
blog/industrial-valves-selection/index.html,https://pishtaj.ir/blog/industrial-valves-selection/index.html,blog,راهنمای انتخاب ولو صنعتی برای سرویس‌های فرایندی,47,آشنایی با Ball Valve، Gate Valve، Globe Valve و Check Valve و معیارهای انتخاب آن‌ها.,84,https://pishtaj.ir/blog/industrial-valves-selection/,"index, follow, max-image-preview:large",راهنمای انتخاب ولو صنعتی برای سرویس‌های فرایندی,1,2,957,2,0,36,BreadcrumbList|Article,fa-IR|x-default,fa,sitemap-blog.xml,25.5,
blog/instrumentation-checklist/index.html,https://pishtaj.ir/blog/instrumentation-checklist/index.html,blog,چک‌لیست خرید تجهیزات ابزار دقیق | پیشرو تجهیز فرتاک,51,اطلاعات لازم برای استعلام ترانسمیتر، سنسور، گیج، فلو، لول و تجهیزات کنترلی.,75,https://pishtaj.ir/blog/instrumentation-checklist/,"index, follow, max-image-preview:large",چک‌لیست خرید تجهیزات ابزار دقیق,1,2,884,2,0,37,BreadcrumbList|Article,fa-IR|x-default,fa,sitemap-blog.xml,25.4,
blog/mtc-tpi-inspection-guide.html,https://pishtaj.ir/blog/mtc-tpi-inspection-guide.html,blog,راهنمای گواهی MTC و بازرسی TPI | پیشرو تجهیز فرتاک,50,مقاله کامل آموزشی گواهی MTC (EN 10204 3.1/3.2)، بازرسی TPI، تست‌های NDT و هیدرواستاتیک در تامین تجهیزات نفت و گاز.,114,https://pishtaj.ir/blog/mtc-tpi-inspection-guide.html,"index, follow",راهنمای گواهی MTC، بازرسی TPI و مستندات فنی در تامین تجهیزات صنعتی,1,4,1264,2,0,31,BreadcrumbList|Article,fa-IR|x-default,fa,sitemap-blog.xml,28.1,
blog/petrochemical-supply-chain/index.html,https://pishtaj.ir/blog/petrochemical-supply-chain/index.html,blog,مدیریت زنجیره تامین تجهیزات پتروشیمی | پیشرو تجهیز فرتاک,56,چگونه تامین‌کننده چابک می‌تواند ریسک خرید تجهیزات پروژه‌های پتروشیمی را کاهش دهد.,81,https://pishtaj.ir/blog/petrochemical-supply-chain/,"index, follow, max-image-preview:large",مدیریت زنجیره تامین تجهیزات پتروشیمی,1,2,892,2,0,36,BreadcrumbList|Article,fa-IR|x-default,fa,sitemap-blog.xml,25.8,
blog/piping-equipment-procurement/index.html,https://pishtaj.ir/blog/piping-equipment-procurement/index.html,blog,راهنمای تامین تجهیزات پایپینگ در پروژه‌های نفت و گاز,52,نکات کلیدی در تامین لوله، فلنج، فیتینگ، ولو و گسکت برای پروژه‌های صنعتی.,72,https://pishtaj.ir/blog/piping-equipment-procurement/,"index, follow, max-image-preview:large",راهنمای تامین تجهیزات پایپینگ در پروژه‌های نفت و گاز,1,2,939,2,0,38,BreadcrumbList|Article,fa-IR|x-default,fa,sitemap-blog.xml,25.6,
blog/pressure-transmitter-guide.html,https://pishtaj.ir/blog/pressure-transmitter-guide.html,blog,راهنمای جامع ترانسمیتر فشار (Pressure Transmitter),50,مقاله کامل آموزشی انواع ترانسمیتر فشار صنعتی: گیج، اختلاف فشار (DPT)، مطلق. راهنمای انتخاب، کالیبراسیون، پروتکل HART و استانداردهای ATEX و SIL.,143,https://pishtaj.ir/blog/pressure-transmitter-guide.html,"index, follow",راهنمای جامع ترانسمیتر فشار (Pressure Transmitter) — انواع، انتخاب و استانداردها,1,4,1581,2,0,36,BreadcrumbList|Article,fa-IR|x-default,fa,sitemap-blog.xml,33.5,
blog/pressure-vessels-asme.html,https://pishtaj.ir/blog/pressure-vessels-asme.html,blog,راهنمای جامع مخازن تحت فشار (Pressure Vessels),46,مقاله کامل طراحی و ساخت مخازن تحت فشار بر اساس استاندارد ASME Section VIII Division 1. مواد ساخت، تست‌ها، بازرسی و گواهی U-Stamp.,129,https://pishtaj.ir/blog/pressure-vessels-asme.html,"index, follow",راهنمای جامع مخازن تحت فشار (Pressure Vessels) — طراحی، ساخت و استانداردهای ASME,1,8,1628,2,0,34,Article|BreadcrumbList,fa-IR|x-default,fa,sitemap-blog.xml,32.8,
blog/pumps-procurement-guide/index.html,https://pishtaj.ir/blog/pumps-procurement-guide/index.html,blog,زنجیره تامین پمپ صنعتی و قطعات یدکی | پیشرو تجهیز فرتاک,55,راهنمای زنجیره تامین پمپ صنعتی و قطعات یدکی؛ معیارهای فنی استعلام پمپ سانتریفیوژ، دوزینگ پمپ و پمپ‌های فرایندی.,111,https://pishtaj.ir/blog/pumps-procurement-guide/,"index, follow, max-image-preview:large",زنجیره تامین پمپ صنعتی و قطعات یدکی,1,2,880,2,0,36,BreadcrumbList|Article,fa-IR|x-default,fa,sitemap-blog.xml,25.2,
blog/rfq-industrial-equipment/index.html,https://pishtaj.ir/blog/rfq-industrial-equipment/index.html,blog,راهنمای ارسال RFQ تجهیزات صنعتی | پیشرو تجهیز فرتاک,51,چک‌لیست اطلاعات لازم برای ارسال درخواست استعلام تجهیزات صنعتی، پایپینگ، برق و ابزار دقیق.,89,https://pishtaj.ir/blog/rfq-industrial-equipment/,"index, follow, max-image-preview:large",راهنمای ارسال RFQ تجهیزات صنعتی,1,2,827,2,0,33,BreadcrumbList|Article,fa-IR|x-default,fa,sitemap-blog.xml,24.4,
blog/rfq-procurement-guide.html,https://pishtaj.ir/blog/rfq-procurement-guide.html,blog,راهنمای کامل استعلام بهاء (RFQ) در صنایع نفت، گاز و پتروشیمی,60,آموزش کامل فرآیند RFQ در پروژه‌های صنعتی: وندورلیست، MTO، گواهی MTC، بازرسی TPI و نکات طلایی.,93,https://pishtaj.ir/blog/rfq-procurement-guide.html,"index, follow",راهنمای کامل استعلام بهاء (RFQ) در صنایع نفت، گاز و پتروشیمی — فرآیند، نکات کلیدی و مستندات,1,4,1334,2,0,32,BreadcrumbList|Article,fa-IR|x-default,fa,sitemap-blog.xml,28.7,
blog/seamless-pipe-guide.html,https://pishtaj.ir/blog/seamless-pipe-guide.html,blog,راهنمای کامل لوله مانیسمان (بدون درز) | پیشرو تجهیز فرتاک,57,مقاله جامع لوله مانیسمان بدون درز: استانداردهای A106، A333، API 5L، فرآیند تولید، مشخصات فنی و کاربردها.,104,https://pishtaj.ir/blog/seamless-pipe-guide.html,"index, follow",راهنمای کامل لوله مانیسمان (بدون درز) — استانداردها، مشخصات فنی و کاربردهای صنعتی,1,4,1312,2,0,35,BreadcrumbList|Article,fa-IR|x-default,fa,sitemap-blog.xml,30.1,
brands/abb-industrial.html,https://pishtaj.ir/brands/abb-industrial.html,brands,تامین و سورسینگ ABB صنعتی | پیشرو تجهیز فرتاک,45,راهنمای سورسینگ تجهیزات ABB صنعتی؛ Switchgear، Circuit Breaker، Drive، Motor، Instrumentation و Automation بدون ادعای نمایندگی رسمی.,132,https://pishtaj.ir/brands/abb-industrial.html,"index, follow",تامین و سورسینگ ABB صنعتی,1,17,1886,1,0,18,BreadcrumbList|WebPage,fa-IR|x-default,fa,sitemap-misc.xml,21.9,
brands/atlas-copco-compressed-air.html,https://pishtaj.ir/brands/atlas-copco-compressed-air.html,brands,تامین و سورسینگ اطلس کوپکو Atlas Copco | پیشرو تجهیز فرتاک,58,راهنمای سورسینگ تجهیزات Atlas Copco شامل کمپرسور اسکرو، Dryer، Filter و Instrument Air Package؛ بدون ادعای نمایندگی رسمی؛ بررسی قیمت و تامین از شبکه جهانی.,155,https://pishtaj.ir/brands/atlas-copco-compressed-air.html,"index, follow",تامین و سورسینگ اطلس کوپکو Atlas Copco,1,11,1831,1,0,12,WebPage|BreadcrumbList,fa-IR|x-default,fa,sitemap-misc.xml,21.5,
